wdid,spectype,teff,logg,Dlogg,mass,Dmass
Gaia DR3 384496192578020608,DC:,9894.0,7.878,0.106,0.511,0.085
Gaia DR3 3846126519030562432,DC,,,,,
Gaia DR3 3846314909181056000,DC:,6733.0,7.887,0.125,0.508,0.105
Gaia DR3 384732828095925760,DC,10142.0,7.801,0.098,0.471,0.074
Gaia DR3 3847579107035237888,DC:,,,,,
Gaia DR3 384931977138157824,DC,11070.0,7.985,0.054,0.574,0.045
Gaia DR3 3849790156198919296,DC,,,,,
Gaia DR3 3850369255228945408,DC,8342.0,8.116,0.115,0.648,0.104
Gaia DR3 3850423749774757248,DC,,,,,
Gaia DR3 3850830057975258368,DC,,,,,
Gaia DR3 3852692110981531520,DC:,11182.0,7.996,0.12,0.581,0.103
Gaia DR3 3852882567011669504,DC:,3726.0,7.567,0.101,0.341,0.065
Gaia DR3 3853377106729541248,DC,,,,,
Gaia DR3 3854303449567682944,DC,7728.0,7.977,0.091,0.562,0.078
Gaia DR3 386081035510597888,DC:,9083.0,8.245,0.058,0.733,0.053
Gaia DR3 386261016113428992,DC:,9703.0,7.778,0.08,0.458,0.06
Gaia DR3 3866100208605669376,DC,,,,,
Gaia DR3 386907941268005504,DC,11268.0,8.106,0.063,0.647,0.056
Gaia DR3 3871050626566579456,DC,,,,,
Gaia DR3 3873405260781648000,DC,,,,,
Gaia DR3 3875189012239230976,DC,,,,,
Gaia DR3 3877073678255466624,DC,,,,,
Gaia DR3 3879677287423459200,DC,10757.0,7.918,0.096,0.535,0.079
Gaia DR3 3880185021277610240,DC,,,,,
Gaia DR3 3880969282305991808,DC,,,,,
Gaia DR3 388376128593118208,DC,10395.0,7.892,0.157,0.52,0.13
Gaia DR3 3886229105414993920,DC,7257.0,8.072,0.102,0.619,0.092
Gaia DR3 3888356522975318912,DC,,,,,
Gaia DR3 3890733117358752256,DC:,4577.0,7.922,0.067,0.531,0.057
Gaia DR3 3897079532834278912,DC,10505.0,8.133,0.089,0.663,0.079
Gaia DR3 389961731738030720,DC,8100.0,8.072,0.102,0.62,0.092
Gaia DR3 3911596591014247936,DC,,,,,
Gaia DR3 39127117707299712,DC:,7799.0,7.991,0.064,0.57,0.056
Gaia DR3 392384844910090752,DC,8277.0,8.052,0.039,0.609,0.033
Gaia DR3 39261223766074880,DC:,8453.0,7.321,0.129,0.27,0.062
Gaia DR3 3931370654804369280,DC:,,,,,
Gaia DR3 3931572380828367744,DC:,9283.0,8.391,0.119,0.83,0.106
Gaia DR3 3931631307779767936,DC:,10449.0,7.931,0.121,0.542,0.101
Gaia DR3 3933041775039756288,DC,,,,,
Gaia DR3 393579365513273088,DC:,6020.0,7.997,0.095,0.57,0.084
Gaia DR3 3938186149428122240,DC,,,,,
Gaia DR3 3940544258272180864,DC,,,,,
Gaia DR3 3940555871863890688,DC:,9884.0,8.131,0.136,0.661,0.122
Gaia DR3 394152348504811648,DC,7725.0,8.389,0.056,0.827,0.051
Gaia DR3 3942313441201106688,DC,,,,,
Gaia DR3 394518412862705664,DC:,8024.0,7.769,0.131,0.449,0.101
Gaia DR3 395130943918916096,DC:,9506.0,8.108,0.095,0.646,0.084
Gaia DR3 3951326103653910784,DC,,,,,
Gaia DR3 3951900735918241792,DC,,,,,
Gaia DR3 3957932656708189056,DC:,4456.0,7.928,0.056,0.525,0.047
Gaia DR3 3960551624686058880,DC:,8480.0,8.093,0.082,0.634,0.074
Gaia DR3 3960554064227505920,DC:,6126.0,7.909,0.067,0.519,0.055
Gaia DR3 396113426277048448,DC,9082.0,8.195,0.083,0.7,0.076
Gaia DR3 396155933569843584,DC:,8347.0,8.087,0.069,0.63,0.061
Gaia DR3 3962940210618323968,DC,,,,,
Gaia DR3 396630024944732800,DC:,6146.0,7.092,0.08,0.194,0.029
Gaia DR3 397674664070164608,DC,9753.0,8.066,0.108,0.62,0.096
Gaia DR3 3984808156865264128,DC:,7653.0,7.841,0.11,0.485,0.089
Gaia DR3 3987033327881594752,DC,,,,,
Gaia DR3 398925942661718144,DC,8014.0,8.278,0.061,0.754,0.055
Gaia DR3 3989931301229690240,DC,9712.0,8.072,0.035,0.623,0.031
Gaia DR3 399270673917093888,DC,9980.0,7.796,0.106,0.468,0.081
Gaia DR3 3994051338803255680,DC:,6469.0,8.162,0.093,0.675,0.085
Gaia DR3 399424502464986240,DC:,7111.0,7.946,0.113,0.542,0.097
Gaia DR3 399660828745465728,DC:,9968.0,7.886,0.139,0.515,0.115
Gaia DR3 4002713566284828800,DC:,,,,,
Gaia DR3 4010596411820450944,DC,,,,,
Gaia DR3 4011187850292733952,DC,6998.0,8.17,0.096,0.681,0.088
Gaia DR3 401837896129812992,DC,9256.0,8.149,0.063,0.671,0.057
Gaia DR3 4022370600806077440,DC,,,,,
Gaia DR3 4025415149055872,DC,,,,,
Gaia DR3 4028471241072928512,DC:,10386.0,7.971,0.11,0.564,0.094
Gaia DR3 4029639648271354752,DC,,,,,
Gaia DR3 403060587418600192,DC,8373.0,8.104,0.085,0.641,0.076
Gaia DR3 4031496409877397376,DC,,,,,
Gaia DR3 4031933568828746880,DC,,,,,
Gaia DR3 403483624518799360,DC,10005.0,8.038,0.061,0.603,0.053
Gaia DR3 4037622377567646080,DC,10277.0,8.09,0.115,0.636,0.102
Gaia DR3 4038540057499318656,DC:,11125.0,7.962,0.178,0.56,0.154
Gaia DR3 403860108465501952,DC:,9888.0,7.724,0.141,0.433,0.103
Gaia DR3 4039347751855046656,DC:,9353.0,7.889,0.111,0.515,0.091
Gaia DR3 403943323457194240,DC:,8155.0,7.551,0.133,0.35,0.084
Gaia DR3 404023484727893376,DC,9793.0,7.881,0.062,0.513,0.048
Gaia DR3 4040721003309923840,DC:,,,,,
Gaia DR3 404105368281380736,DC,8922.0,8.007,0.065,0.582,0.056
Gaia DR3 4044374993869350912,DC:,6929.0,8.412,0.101,0.842,0.09
Gaia DR3 4044906676513985920,DC:,9426.0,7.834,0.134,0.486,0.107
Gaia DR3 4045167393899328384,DC,10237.0,8.062,0.069,0.618,0.061
Gaia DR3 4046954276364846080,DC,9241.0,7.982,0.117,0.568,0.101
Gaia DR3 4048548224657907968,DC:,6225.0,8.094,0.082,0.63,0.074
Gaia DR3 4052063603937547392,DC:,9423.0,7.639,0.093,0.392,0.061
Gaia DR3 4053388961995092352,DC,4961.0,7.639,0.037,0.385,0.025
Gaia DR3 4057796831093097344,DC,6046.0,7.978,0.074,0.558,0.064
Gaia DR3 4059144385705702912,DC:,6171.0,7.75,0.052,0.434,0.038
Gaia DR3 4059612743271411456,DC:,9334.0,8.052,0.041,0.611,0.035
Gaia DR3 406056486024031872,DC:,,,,,
Gaia DR3 4060770705143116416,DC:,8629.0,7.653,0.099,0.395,0.068
Gaia DR3 4062208797642539008,DC:,7154.0,7.836,0.091,0.481,0.072
Gaia DR3 4066897355692507520,DC:,9390.0,7.645,0.095,0.394,0.064
Gaia DR3 4068263945682329728,DC:,4715.0,7.82,0.04,0.474,0.031
Gaia DR3 406861633476393984,DC,10632.0,7.897,0.091,0.523,0.074
Gaia DR3 4069523676672669056,DC,8966.0,8.163,0.055,0.679,0.05
Gaia DR3 4069732648304818304,DC:,10434.0,7.656,0.097,0.403,0.064
Gaia DR3 4069820025119460608,DC,8534.0,7.888,0.154,0.513,0.129
Gaia DR3 407043740090251776,DC:,7428.0,8.188,0.099,0.694,0.09
Gaia DR3 4071644187947092736,DC,11576.0,7.26,0.144,0.267,0.062
Gaia DR3 4071964210219095552,DC:,12655.0,7.723,0.097,0.439,0.068
Gaia DR3 407213099241040384,DC,7263.0,7.868,0.086,0.499,0.07
Gaia DR3 4073105056629664000,DC:,8501.0,8.111,0.086,0.645,0.078
Gaia DR3 4073348770235955712,DC,10174.0,7.839,0.056,0.491,0.043
Gaia DR3 4080612698101419392,DC:,11261.0,7.847,0.122,0.498,0.096
Gaia DR3 4080881391252112640,DC:,5782.0,7.9,0.069,0.512,0.057
Gaia DR3 4081007006162589184,DC,10386.0,8.24,0.101,0.732,0.091
Gaia DR3 4081517969830482432,DC:,9019.0,8.174,0.118,0.686,0.108
Gaia DR3 4082562780757331584,DC:,9749.0,8.058,0.107,0.615,0.094
Gaia DR3 4086666506053835904,DC,9946.0,8.015,0.139,0.589,0.122
Gaia DR3 4087487119678484224,DC:,10287.0,8.019,0.193,0.592,0.171
Gaia DR3 408809452685203456,DC,10074.0,7.703,0.097,0.423,0.068
Gaia DR3 4090359284631717760,DC:,8818.0,7.476,0.153,0.323,0.091
Gaia DR3 4091453092515273344,DC:,6020.0,7.615,0.068,0.369,0.045
Gaia DR3 409489706784017152,DC:,9268.0,7.857,0.098,0.498,0.078
Gaia DR3 409498129217315584,DC,8998.0,7.915,0.115,0.529,0.096
Gaia DR3 4098183374945570560,DC:,8609.0,7.94,0.073,0.543,0.06
Gaia DR3 4098193442360720896,DC:,8593.0,7.931,0.133,0.537,0.113
Gaia DR3 4099582052550089344,DC:,11643.0,6.68,0.197,0.154,0.049
Gaia DR3 4101083062024262272,DC:,9535.0,8.152,0.093,0.673,0.084
Gaia DR3 410201095104556288,DC,10969.0,8.001,0.034,0.583,0.029
Gaia DR3 4103702957727733760,DC:,,,,,
Gaia DR3 4104885276363149440,DC,8101.0,7.722,0.065,0.426,0.046
Gaia DR3 4105632871170759552,DC,,,,,
Gaia DR3 410565853790187520,DC:,11144.0,7.28,0.109,0.271,0.047
Gaia DR3 4112752350726835840,DC:,5969.0,8.231,0.046,0.718,0.044
Gaia DR3 4113310490295662080,DC,7997.0,8.171,0.065,0.683,0.06
Gaia DR3 4115023628186596096,DC:,9934.0,8.124,0.039,0.656,0.035
Gaia DR3 4115478624132404736,DC:,9566.0,8.383,0.106,0.825,0.094
Gaia DR3 4116269581018569600,DC:,8904.0,7.749,0.087,0.441,0.064
Gaia DR3 411667736242485760,DC,10018.0,7.931,0.112,0.54,0.094
Gaia DR3 4117081643422165120,DC,3977.0,7.648,0.179,0.402,0.073
Gaia DR3 411749718577963136,DC:,6725.0,8.006,0.045,0.577,0.039
Gaia DR3 4123437439126132096,DC,7735.0,7.927,0.059,0.533,0.049
Gaia DR3 412685574769339008,DC,8416.0,8.017,0.111,0.587,0.097
Gaia DR3 412924409310554496,DC:,4853.0,7.3,0.067,0.252,0.032
Gaia DR3 4129980559731720320,DC,7533.0,7.547,0.046,0.346,0.028
Gaia DR3 413122218324587136,DC:,6820.0,8.076,0.054,0.621,0.048
Gaia DR3 4132251875877257600,DC:,8685.0,7.783,0.07,0.458,0.052
Gaia DR3 4135025531401487232,DC,10709.0,7.644,0.113,0.398,0.076
Gaia DR3 4135534094190471296,DC:,5622.0,7.93,0.043,0.544,0.036
Gaia DR3 414283650506745600,DC,8895.0,8.237,0.052,0.728,0.047
Gaia DR3 414603775882887424,DC,9446.0,8.088,0.13,0.632,0.117
Gaia DR3 4146055733313027328,DC:,9594.0,8.091,0.063,0.635,0.055
Gaia DR3 4146069133586423424,DC:,9449.0,8.599,0.131,0.967,0.1
Gaia DR3 4147497605332042752,DC:,,,,,
Gaia DR3 4147708333600587904,DC,8004.0,7.47,0.079,0.318,0.044
Gaia DR3 414816050347695872,DC:,,,,,
Gaia DR3 4149739784433236992,DC:,10627.0,7.848,0.142,0.497,0.113
Gaia DR3 4150835821412746496,DC:,9857.0,6.937,0.144,0.189,0.04
Gaia DR3 4157471893806769152,DC,7792.0,7.592,0.119,0.366,0.078
Gaia DR3 4158312259963419392,DC,8182.0,7.843,0.058,0.488,0.045
Gaia DR3 4158891809981221376,DC,10245.0,7.502,0.038,0.339,0.021
Gaia DR3 415956072107202816,DC,8875.0,8.047,0.083,0.607,0.072
Gaia DR3 4161427726170839680,DC,9129.0,7.837,0.126,0.487,0.1
Gaia DR3 4161439820800218112,DC,9582.0,7.554,0.088,0.357,0.053
Gaia DR3 4165625661553936512,DC:,8897.0,8.266,0.08,0.747,0.073
Gaia DR3 4170754677138641792,DC,10531.0,8.569,0.069,0.949,0.056
Gaia DR3 4171634973636154752,DC:,12894.0,6.657,0.034,0.16,0.009
Gaia DR3 4172458645283796224,DC:,8166.0,8.319,0.075,0.781,0.068
Gaia DR3 4175294801166873984,DC,10375.0,7.407,0.053,0.306,0.026
Gaia DR3 4175597342962066176,DC:,6703.0,7.899,0.064,0.515,0.052
Gaia DR3 417613452742477312,DC,9720.0,8.036,0.063,0.601,0.055
Gaia DR3 4176329372888599680,DC:,10644.0,7.26,0.037,0.264,0.014
Gaia DR3 4178493555370640128,DC:,10707.0,7.41,0.118,0.308,0.062
Gaia DR3 4179018469095547008,DC:,7751.0,7.89,0.068,0.512,0.055
Gaia DR3 4180952235170211968,DC:,11384.0,7.918,0.098,0.536,0.08
Gaia DR3 4183516953415639552,DC,9117.0,7.735,0.115,0.435,0.084
Gaia DR3 4183850032421964032,DC:,10114.0,7.322,0.052,0.279,0.022
Gaia DR3 4185455358060668416,DC:,8570.0,7.849,0.1,0.492,0.079
Gaia DR3 4186856200293991936,DC:,8895.0,7.561,0.1,0.357,0.062
Gaia DR3 4187984436662254080,DC,9640.0,7.475,0.081,0.327,0.044
Gaia DR3 4196728719502780032,DC,10379.0,7.93,0.031,0.541,0.024
Gaia DR3 4198204470273977216,DC,9239.0,7.711,0.066,0.424,0.046
Gaia DR3 4199262745906840192,DC,11748.0,6.461,0.302,0.115,0.056
Gaia DR3 420087590128084736,DC,10270.0,8.009,0.078,0.587,0.066
Gaia DR3 4200876416659666048,DC,9925.0,7.584,0.124,0.37,0.08
Gaia DR3 4202089010497758080,DC:,7974.0,7.786,0.148,0.457,0.116
Gaia DR3 420618040070270080,DC:,10773.0,7.734,0.025,0.44,0.017
Gaia DR3 4206663421231839616,DC,9636.0,7.556,0.087,0.358,0.052
Gaia DR3 4207173839444705024,DC:,9127.0,7.464,0.165,0.32,0.097
Gaia DR3 4208331105494665344,DC,7916.0,8.142,0.062,0.664,0.057
Gaia DR3 4208471155794623232,DC:,5231.0,6.741,0.214,0.108,0.041
Gaia DR3 4209104577563403136,DC,7282.0,8.362,,0.824,
Gaia DR3 4209714737799450112,DC,8681.0,7.905,0.044,0.523,0.035
Gaia DR3 421160060640125312,DC,9386.0,7.744,0.135,0.441,0.1
Gaia DR3 4211869922330852096,DC:,10825.0,7.517,0.155,0.347,0.094
Gaia DR3 4213505235415801472,DC:,8272.0,6.41,1.925,0.075,0.074
Gaia DR3 4214991126613139840,DC:,9144.0,7.52,0.108,0.342,0.064
Gaia DR3 421634637349131264,DC:,10764.0,8.081,0.084,0.631,0.074
Gaia DR3 4217112973582181888,DC:,11549.0,7.951,0.135,0.555,0.114
Gaia DR3 421731703614755072,DC,10063.0,8.112,0.066,0.649,0.059
Gaia DR3 4223315593551758208,DC:,36808.0,7.514,0.096,0.422,0.044
Gaia DR3 4223854216811286528,DC:,8566.0,8.439,0.107,0.862,0.092
Gaia DR3 4225232111039757824,DC,9587.0,7.949,0.038,0.55,0.031
Gaia DR3 4225791766753847936,DC:,8820.0,8.035,0.107,0.599,0.094
Gaia DR3 4226806508611031168,DC:,11123.0,8.019,0.107,0.594,0.092
Gaia DR3 4227640144583303296,DC,8755.0,7.933,0.039,0.539,0.031
Gaia DR3 4227854205754171648,DC:,10405.0,8.194,0.117,0.702,0.106
Gaia DR3 4228549097103089920,DC,,,,,
Gaia DR3 4228649083941534336,DC:,9468.0,7.772,0.154,0.455,0.118
Gaia DR3 4230275742675944960,DC,10340.0,8.121,0.033,0.655,0.029
Gaia DR3 4231804682313249536,DC,8383.0,8.234,0.063,0.725,0.057
Gaia DR3 4231904050675435648,DC,10580.0,8.002,0.102,0.583,0.087
Gaia DR3 4232458445056082816,DC,9531.0,8.106,0.1,0.644,0.09
Gaia DR3 423432201420013568,DC:,10834.0,8.299,0.101,0.771,0.091
Gaia DR3 4237655119267345280,DC,9076.0,7.931,0.071,0.538,0.059
Gaia DR3 4237937483293779712,DC,10742.0,7.347,0.071,0.289,0.032
Gaia DR3 4238079973132761984,DC:,11761.0,6.401,0.304,0.105,0.052
Gaia DR3 423939866554145152,DC:,7932.0,7.98,0.093,0.564,0.079
Gaia DR3 4241305566585033856,DC,8799.0,8.207,0.111,0.708,0.101
Gaia DR3 4243767544916643584,DC:,6737.0,7.669,0.13,0.397,0.093
Gaia DR3 4244229923918866816,DC:,6788.0,8.008,0.063,0.579,0.055
Gaia DR3 4246414443067905920,DC,9064.0,7.975,0.079,0.564,0.067
Gaia DR3 4248510112232811648,DC,9446.0,7.924,0.143,0.535,0.121
Gaia DR3 4248944286183228672,DC,9325.0,7.749,0.093,0.443,0.068
Gaia DR3 4251037030467202816,DC:,10232.0,8.163,0.128,0.682,0.115
Gaia DR3 4251114305519415808,DC,7465.0,8.156,0.071,0.672,0.065
Gaia DR3 4251640078244242048,DC:,,,,,
Gaia DR3 425296560823372288,DC,10626.0,8.012,0.077,0.589,0.066
Gaia DR3 425513542570734720,DC:,7922.0,7.381,0.046,0.286,0.023
Gaia DR3 4258524090487402624,DC:,10034.0,7.491,0.088,0.334,0.05
Gaia DR3 426044881565770752,DC:,10239.0,7.116,0.106,0.228,0.035
Gaia DR3 4262191575941574656,DC,8013.0,7.729,0.078,0.429,0.057
Gaia DR3 426328005813499392,DC:,6200.0,6.99,0.144,0.17,0.044
Gaia DR3 426379064381163136,DC:,9525.0,7.98,0.075,0.567,0.064
Gaia DR3 4263915580138405760,DC:,19082.0,7.304,0.067,0.307,0.026
Gaia DR3 4265081848416429440,DC:,,,,,
Gaia DR3 4267827191503684096,DC,9814.0,7.302,0.029,0.271,0.013
Gaia DR3 426794649715407104,DC,10073.0,7.978,0.05,0.568,0.041
Gaia DR3 4268042455267635584,DC:,12173.0,6.835,0.112,0.185,0.028
Gaia DR3 4270177195740022016,DC:,9044.0,7.226,0.136,0.247,0.057
Gaia DR3 4273958102700810752,DC:,10407.0,7.835,0.08,0.489,0.062
Gaia DR3 4274925913449862784,DC,8427.0,8.034,0.081,0.598,0.07
Gaia DR3 4277599066731144576,DC,7721.0,8.206,0.058,0.705,0.054
Gaia DR3 4278227575071266304,DC,8507.0,7.824,0.098,0.478,0.078
Gaia DR3 4281521814980857472,DC:,8795.0,8.199,0.109,0.702,0.1
Gaia DR3 4282472170984676864,DC:,7421.0,7.501,0.12,0.327,0.073
Gaia DR3 4283777604841969152,DC,9666.0,7.854,0.043,0.498,0.032
Gaia DR3 4284105534185196032,DC,10585.0,8.029,0.045,0.599,0.038
Gaia DR3 4284599936452310144,DC:,10571.0,8.079,0.151,0.629,0.135
Gaia DR3 4285223149078393984,DC,9337.0,8.048,0.118,0.608,0.104
Gaia DR3 42873261198635904,DC:,10037.0,7.762,0.046,0.451,0.033
Gaia DR3 4287428425822450176,DC,11249.0,7.784,0.117,0.465,0.089
Gaia DR3 4288310719484987008,DC:,10500.0,6.014,0.336,0.045,0.024
Gaia DR3 4291510706327980288,DC,9468.0,7.957,0.085,0.554,0.072
Gaia DR3 4292360663171009536,DC,10652.0,8.493,0.085,0.899,0.072
Gaia DR3 4292364408387489408,DC,8994.0,7.957,0.088,0.553,0.075
Gaia DR3 429523981176705536,DC:,9381.0,8.136,0.1,0.663,0.09
Gaia DR3 4295568080355267200,DC:,10112.0,7.848,0.112,0.495,0.089
Gaia DR3 4297600905539762432,DC,8983.0,8.291,0.074,0.764,0.067
Gaia DR3 4301290484293353344,DC,9157.0,8.145,0.09,0.668,0.082
Gaia DR3 4301872710060209152,DC:,6487.0,7.663,0.073,0.393,0.05
Gaia DR3 4303642069100272768,DC:,7858.0,8.472,0.092,0.883,0.079
Gaia DR3 430644757179855360,DC:,8231.0,8.018,0.124,0.587,0.11
Gaia DR3 4309959308844067968,DC,9112.0,8.169,0.08,0.683,0.073
Gaia DR3 431003648951531648,DC:,7980.0,8.003,0.061,0.578,0.053
Gaia DR3 4314869044906376832,DC:,9466.0,8.106,0.186,0.644,0.168
Gaia DR3 4314877390002513920,DC,10384.0,7.872,0.148,0.509,0.12
Gaia DR3 4316319713088916736,DC,8716.0,8.085,0.071,0.629,0.063
Gaia DR3 4317636545712338432,DC:,9465.0,7.69,0.143,0.415,0.103
Gaia DR3 4319818805704207616,DC,7871.0,8.149,0.045,0.669,0.04
Gaia DR3 431988536483043072,DC:,8015.0,8.059,0.068,0.612,0.06
Gaia DR3 4320905947843826304,DC:,7871.0,7.971,0.085,0.559,0.073
Gaia DR3 4323383246308807424,DC,6224.0,7.286,0.032,0.249,0.014
Gaia DR3 432400750264672384,DC,8361.0,8.206,0.04,0.706,0.037
Gaia DR3 4325154903136962688,DC,8540.0,7.242,0.06,0.248,0.024
Gaia DR3 4327660930657551488,DC,9754.0,7.648,0.04,0.397,0.026
Gaia DR3 4329676202326976000,DC,7867.0,7.94,0.065,0.541,0.054
Gaia DR3 4329913555102298880,DC:,8846.0,7.982,0.126,0.567,0.109
Gaia DR3 4330007528986483712,DC:,8067.0,7.99,0.087,0.571,0.075
Gaia DR3 4330008048679800320,DC,8475.0,7.937,0.042,0.54,0.035
Gaia DR3 4330168744880661632,DC,10866.0,7.418,0.081,0.311,0.041
Gaia DR3 4333258235116078848,DC,8495.0,7.865,0.083,0.5,0.067
Gaia DR3 4333663684325027584,DC:,9978.0,8.017,0.037,0.59,0.032
Gaia DR3 4335279618525007872,DC:,7174.0,8.036,0.057,0.597,0.049
Gaia DR3 4336198054328877440,DC,6913.0,7.433,0.065,0.3,0.035
Gaia DR3 4338959001042584192,DC:,8367.0,7.92,0.03,0.53,0.025
Gaia DR3 4340670283515784064,DC:,16433.0,7.409,0.112,0.327,0.055
Gaia DR3 434267617931739136,DC:,6751.0,7.956,0.088,0.548,0.075
Gaia DR3 4342698745030069632,DC,12193.0,7.834,0.075,0.493,0.057
Gaia DR3 434269954393927552,DC:,9356.0,7.779,0.119,0.458,0.09
Gaia DR3 4342802545800026368,DC,6144.0,7.995,0.091,0.569,0.08
Gaia DR3 434318740924161152,DC:,6537.0,8.085,0.103,0.626,0.093
Gaia DR3 4343704592011349120,DC:,8251.0,7.847,0.039,0.49,0.03
Gaia DR3 4343731053307202176,DC,9187.0,7.741,0.07,0.438,0.05
Gaia DR3 4344327847602738048,DC,8616.0,7.554,0.067,0.353,0.04
Gaia DR3 4346090055506886016,DC:,7723.0,8.048,0.079,0.605,0.07
Gaia DR3 4347657271893498112,DC:,10722.0,7.637,0.061,0.395,0.039
Gaia DR3 4348476579853406848,DC:,6912.0,7.888,0.063,0.509,0.052
Gaia DR3 4351250196719302912,DC:,9657.0,7.814,0.076,0.477,0.057
Gaia DR3 4353695957251599616,DC:,13308.0,7.308,0.089,0.286,0.038
Gaia DR3 4357002635392706304,DC,9603.0,8.018,0.065,0.591,0.055
Gaia DR3 4359752655708430720,DC,8669.0,7.833,0.067,0.484,0.052
Gaia DR3 4361536578966588800,DC:,9337.0,7.396,0.077,0.298,0.039
Gaia DR3 4362473564734064256,DC,6609.0,8.012,0.077,0.581,0.067
Gaia DR3 4364151904809456256,DC:,8419.0,7.919,0.073,0.53,0.061
Gaia DR3 4365474750442201472,DC:,12971.0,7.449,0.061,0.329,0.031
Gaia DR3 4365714203459895552,DC,8001.0,7.542,0.06,0.346,0.036
Gaia DR3 4365943829590973312,DC:,10377.0,7.408,0.06,0.306,0.03
Gaia DR3 4372507879649815040,DC:,10866.0,6.485,0.372,0.111,0.062
Gaia DR3 4373807983431277952,DC:,9919.0,7.214,0.039,0.249,0.014
Gaia DR3 4376190212810094464,DC,10991.0,7.865,0.084,0.507,0.066
Gaia DR3 4376288898276968704,DC:,9898.0,7.132,0.046,0.23,0.014
Gaia DR3 4376433415335517312,DC,8449.0,7.654,0.086,0.395,0.058
Gaia DR3 4376567555754043520,DC:,8988.0,7.976,0.033,0.564,0.028
Gaia DR3 4377432592229753472,DC:,11050.0,8.661,0.103,1.006,0.077
Gaia DR3 4378438237350451840,DC,9998.0,7.325,0.09,0.279,0.041
Gaia DR3 4379812175911460736,DC,8324.0,7.262,0.076,0.253,0.031
Gaia DR3 4380573007894986112,DC:,9697.0,7.773,0.044,0.455,0.032
Gaia DR3 4381912380559413504,DC,9492.0,7.74,0.048,0.439,0.033
Gaia DR3 4382360985599433984,DC,8503.0,7.674,0.086,0.404,0.06
Gaia DR3 4382780170109933312,DC:,9315.0,7.741,0.084,0.439,0.061
Gaia DR3 4383394281714881920,DC:,9493.0,7.773,0.135,0.455,0.103
Gaia DR3 4383579828598258560,DC:,6060.0,8.0,0.072,0.572,0.063
Gaia DR3 4384709194541130368,DC,10636.0,8.098,0.105,0.641,0.093
Gaia DR3 4386153682237796096,DC,9982.0,7.782,0.051,0.461,0.037
Gaia DR3 4386593654392486912,DC:,10495.0,7.427,0.063,0.313,0.032
Gaia DR3 4386779407436054400,DC,10541.0,7.843,0.041,0.494,0.031
Gaia DR3 4387016450973189248,DC:,10261.0,7.876,0.146,0.511,0.119
Gaia DR3 4387867232455835392,DC:,7983.0,8.118,0.058,0.649,0.052
Gaia DR3 4389830620924122496,DC,9641.0,7.925,0.105,0.536,0.088
Gaia DR3 4389967815059302528,DC:,6511.0,8.06,0.065,0.61,0.057
Gaia DR3 4390913773017582464,DC,7071.0,8.171,0.057,0.682,0.051
Gaia DR3 4393966498332812544,DC:,11509.0,7.485,0.13,0.337,0.075
Gaia DR3 4395423557398667264,DC:,4849.0,6.911,0.083,0.147,0.024
Gaia DR3 439568019893501952,DC:,10647.0,7.115,0.112,0.229,0.038
Gaia DR3 439639380771140224,DC:,12547.0,6.605,0.125,0.148,0.031
Gaia DR3 439685113583166976,DC,9844.0,7.578,0.083,0.367,0.052
Gaia DR3 4398931622264047744,DC:,9381.0,7.757,0.118,0.447,0.088
Gaia DR3 4399264082793321728,DC,9349.0,7.713,0.099,0.426,0.07
Gaia DR3 4400717362287438336,DC,8323.0,7.976,0.06,0.563,0.05
Gaia DR3 4402370207440692608,DC,7244.0,7.995,0.053,0.572,0.045
Gaia DR3 4405412861053572096,DC:,8220.0,7.77,0.151,0.45,0.117
Gaia DR3 4406098651366271104,DC,9750.0,7.721,0.055,0.43,0.039
Gaia DR3 4407074291843067392,DC:,12382.0,8.146,0.117,0.674,0.104
Gaia DR3 4407670227144704000,DC:,6249.0,7.964,0.11,0.551,0.094
Gaia DR3 4408748985491072128,DC:,6687.0,7.976,0.067,0.559,0.058
Gaia DR3 4409800805801363200,DC:,10586.0,8.225,0.145,0.722,0.131
Gaia DR3 4411895650330144768,DC:,10793.0,7.99,0.129,0.576,0.111
Gaia DR3 4417646547115529472,DC,,,,,
Gaia DR3 4419762071911534464,DC,9552.0,8.17,0.118,0.685,0.107
Gaia DR3 4422391760128191872,DC,,,,,
Gaia DR3 4422686193023237632,DC,8656.0,7.82,0.063,0.477,0.048
Gaia DR3 4424531272316088704,DC,9178.0,8.079,0.08,0.627,0.07
Gaia DR3 4432583378218484864,DC:,5721.0,7.729,0.087,0.421,0.065
Gaia DR3 4433679174700859776,DC,8742.0,8.619,0.072,0.979,0.056
Gaia DR3 4434222200299612416,DC:,4802.0,8.035,,0.6,
Gaia DR3 4436360849200620416,DC:,7052.0,7.912,0.098,0.523,0.082
Gaia DR3 4436773410875734784,DC,9720.0,8.016,0.092,0.59,0.079
Gaia DR3 4438394984368789248,DC:,9123.0,7.617,0.158,0.381,0.108
Gaia DR3 4438575781015911936,DC:,9106.0,7.832,0.127,0.484,0.101
Gaia DR3 4440423235429901312,DC,6914.0,8.049,0.064,0.604,0.057
Gaia DR3 4442086281125507200,DC:,8902.0,7.934,0.108,0.54,0.09
Gaia DR3 4442677371703187328,DC,8329.0,8.203,0.063,0.705,0.057
Gaia DR3 4442801444719637120,DC,8034.0,7.614,0.086,0.376,0.056
Gaia DR3 4445170067643613312,DC:,5741.0,7.077,0.093,0.187,0.033
